観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最大値(m/s),今日の最大値の品質情報,今日の最大値観測時の風向,今日の最大値観測時の風向の品質情報,今日の最大値起時（時）,今日の最大値起時（分）,今日の最大値起時の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(m/s),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値観測時の風向,昨日までの観測史上1位の値観測時の風向の品質情報,昨日までの観測史上1位の値観測時の年,昨日までの観測史上1位の値観測時の月,昨日までの観測史上1位の値観測時の日,昨日までの8月の1位の値(m/s),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値観測時の風向,昨日までの8月の1位の値観測時の風向の品質情報,昨日までの8月の1位の値観測時の年,昨日までの8月の1位の値観測時の月,昨日までの8月の1位の値観測時の日,統計開始年
61286,京都府,京都（キョウト）,47759,2022,08,10,17,00,5.2,4,南南西,4,12,21,4,,,28.0,8,南,8,1934,09,21,17.1,8,北東,8,1958,08,25,1880
61326,京都府,京田辺（キョウタナベ）,,2022,08,10,17,00,4.8,4,西南西,4,13,58,4,,,19.2,8,南南東,8,2018,09,04,12.9,8,東南東,8,2018,08,23,1978
62016,大阪府,能勢（ノセ）,,2022,08,10,17,00,6.3,4,南南西,4,11,37,4,,,18.4,8,南南西,8,2018,09,04,14.8,8,南南西,8,2018,08,24,1977
62046,大阪府,枚方（ヒラカタ）,,2022,08,10,17,00,4.5,4,西南西,4,16,18,4,,,19.3,8,南南西,8,2018,09,04,13,8,南東,8,1983,08,14,1977
62051,大阪府,豊中（トヨナカ）,,2022,08,10,17,00,6.0,4,南西,4,16,15,4,,,23.7,8,北北西,8,2017,10,23,14,8,北北西,8,1982,08,01,1977
62078,大阪府,大阪（オオサカ）,47772,2022,08,10,17,00,4.9,4,西南西,4,15,33,4,,,33.3,8,南南東,8,1961,09,16,23.6,8,北西,8,1896,08,30,1883
62081,大阪府,生駒山（イコマヤマ）,,2022,08,10,17,00,3.7,4,西,4,14,32,4,,,19,8,東南東,8,1997,07,26,17,8,東南東,8,1992,08,04,1976
62091,大阪府,堺（サカイ）,,2022,08,10,17,00,4.1,4,西,4,15,05,4,,,21.1,8,南,8,2018,09,04,10,8,南西,8,1989,08,27,1977
62096,大阪府,八尾（ヤオ）,,2022,08,10,17,00,7.2,4,西,4,15,28,4,,,17.7,8,南南西,8,2018,09,04,14.4,8,東南東,8,2018,08,23,2003
62101,大阪府,関空島（カンクウジマ）,,2022,08,10,17,00,9.1,4,西南西,4,15,23,4,,,46.5,8,南南西,8,2018,09,04,32.1,8,南,8,2018,08,23,2003
62131,大阪府,熊取（クマトリ）,,2022,08,10,17,00,4.8,4,南,4,08,11,4,,,26.8,8,南,8,2018,09,04,17,8,南,8,2003,08,09,1977
63016,兵庫県,香住（カスミ）,,2022,08,10,17,00,3.3,4,南東,4,03,47,4,,,20,8,南南東,8,1993,07,29,11,8,西南西,8,2004,08,31,1976
63051,兵庫県,豊岡（トヨオカ）,47747,2022,08,10,17,00,4.7,4,南,4,11,44,4,,,32.2,8,北北西,8,1961,09,16,25.3,8,南南東,8,1942,08,28,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2022,08,10,17,00,3.4,4,南,4,09,58,4,,,13,8,南南東,8,2006,04,11,12,8,南南東,8,2007,08,03,2005
63121,兵庫県,和田山（ワダヤマ）,,2022,08,10,17,00,4.9,4,南南西,4,12,53,4,,,14,8,南西,8,1991,03,27,10.1,8,南南西,8,2020,08,10,1977
63201,兵庫県,生野（イクノ）,,2022,08,10,17,00,3.7,4,南,4,13,08,4,,,10.6,8,東北東,8,2017,10,22,10,8,東南東,8,2004,08,30,1978
63216,兵庫県,柏原（カイバラ）,,2022,08,10,17,00,3.7,4,南,4,11,12,4,,,20,8,南南東,8,1991,09,27,17,8,南南東,8,1996,08,14,1978
63251,兵庫県,一宮（イチノミヤ）,,2022,08,10,17,00,3.9,4,南,4,13,50,4,,,14,8,南南東,8,2004,09,07,13,8,南南東,8,2004,08,30,1978
63321,兵庫県,福崎（フクサキ）,,2022,08,10,17,00,3.5,4,南南西,4,15,49,4,,,13,8,南南西,8,2004,09,07,13,8,南,8,2004,08,30,1977
63331,兵庫県,西脇（ニシワキ）,,2022,08,10,17,00,2.6,4,南南東,4,03,09,4,,,16,8,南,8,1991,09,27,13,8,南南東,8,2004,08,30,1978
63366,兵庫県,上郡（カミゴオリ）,,2022,08,10,17,00,3.7,4,南東,4,15,35,4,,,14.9,8,西南西,8,2018,09,30,12,8,南東,8,2004,08,30,1978
63383,兵庫県,姫路（ヒメジ）,47769,2022,08,10,17,00,5.8,4,南,4,01,46,4,,,26.7,8,南東,8,1965,09,10,23.5,8,南南東,8,2004,08,30,1948
63411,兵庫県,三田（サンダ）,,2022,08,10,17,00,4.3,4,南,4,00,51,4,,,23,8,北北西,8,2004,10,20,20.6,8,南南東,8,2018,08,24,1978
63461,兵庫県,三木（ミキ）,,2022,08,10,17,00,6.0,4,南,4,03,41,4,,,22.4,8,南南西,8,2018,08,23,22.4,8,南南西,8,2018,08,23,1977
63491,兵庫県,家島（イエシマ）,,2022,08,10,17,00,5.6,4,南南東,4,16,04,4,,,31,8,南南東,8,2004,08,30,31,8,南南東,8,2004,08,30,1978
63496,兵庫県,明石（アカシ）,,2022,08,10,17,00,5.1,4,南南東,4,03,47,4,,,30,8,南南東,8,2004,08,30,30,8,南南東,8,2004,08,30,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2022,08,10,17,00,8.7,4,南西,4,15,45,4,,,34.6,8,南南西,8,2018,09,04,32.6,8,南,8,2018,08,23,2006
63518,兵庫県,神戸（コウベ）,47770,2022,08,10,17,00,7.0,4,南西,4,15,20,4,,,33.4,8,北東,8,1950,09,03,25.7,8,北北東,8,1958,08,25,1897
63551,兵庫県,郡家（グンゲ）,,2022,08,10,17,00,3.4,4,南南東,4,16,21,4,,,18,8,南南東,8,2004,08,30,18,8,南南東,8,2004,08,30,1978
63571,兵庫県,洲本（スモト）,47776,2022,08,10,17,00,8.4,4,南,4,00,10,4,,,42.3,8,北北西,8,1959,09,26,36.9,8,北北東,8,1958,08,25,1919
63588,兵庫県,南淡（ナンダン）,,2022,08,10,17,00,5.2,4,南南東,4,12,34,4,,,17.8,8,南西,8,2018,08,23,17.8,8,南西,8,2018,08,23,2004
64036,奈良県,奈良（ナラ）,47780,2022,08,10,17,00,5.8,4,南南東,4,16,51,4,,,25.0,4,南南東,4,1961,09,16,18.7,8,東北東,8,1958,08,25,1953
64041,奈良県,針（ハリ）,,2022,08,10,17,00,3.7,4,南西,4,10,02,4,,,12,8,南西,8,1998,09,22,9.1,8,南西,8,2021,08,09,1978
64101,奈良県,大宇陀（オオウダ）,,2022,08,10,17,00,4.7,4,南,4,13,11,4,,,16,8,南西,8,1998,09,22,10.1,8,南南西,8,2017,08,07,1978
64127,奈良県,五條（ゴジョウ）,,2022,08,10,17,00,5.9,4,北北東,4,16,32,4,,,14,8,西北西,8,2006,04,02,8.2,8,南南西,8,2017,08,07,2005
64206,奈良県,上北山（カミキタヤマ）,,2022,08,10,17,00,4.2,4,南西,4,13,43,4,,,11,8,南南西,8,1979,02,18,6.8,8,北北東,8,2019,08,15,1978
64227,奈良県,風屋（カゼヤ）,,2022,08,10,17,00,2.4,4,南西,4,12,38,4,,,15.4,8,南南西,8,2018,09,04,10.9,8,南南西,8,2019,08,15,1977
65026,和歌山県,かつらぎ（カツラギ）,,2022,08,10,17,00,2.2,4,西南西,4,10,41,4,,,21.3,8,北,8,2013,09,16,13.8,8,北北東,8,2017,08,07,1979
65036,和歌山県,友ケ島（トモガシマ）,,2022,08,10,17,00,11.1,4,南,4,00,43,4,,,42.9,8,南,8,2018,09,04,41.9,8,南,8,2018,08,23,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2022,08,10,17,00,8.7,4,南西,4,15,19,4,,,39.7,8,南南西,8,2018,09,04,27.1,8,南,8,2004,08,30,1879
65061,和歌山県,高野山（コウヤサン）,,2022,08,10,17,00,3.1,4,南東,4,14,20,4,,,11,8,南南東,8,1979,05,14,7.9,8,東南東,8,2018,08,23,1979
65121,和歌山県,清水（シミズ）,,2022,08,10,17,00,2.9,4,南南東,4,14,03,4,,,10.3,8,西北西,8,2017,06,01,8,8,南南東,8,2004,08,30,1979
65162,和歌山県,龍神（リュウジン）,,2022,08,10,17,00,4.0,4,東北東,4,14,35,4,,,17.1,8,東北東,8,2018,08,23,17.1,8,東北東,8,2018,08,23,1994
65201,和歌山県,川辺（カワベ）,,2022,08,10,17,00,3.8,4,南東,4,16,59,4,,,24.3,8,南東,8,2018,09,04,19,8,東南東,8,2004,08,30,1999
65256,和歌山県,栗栖川（クリスガワ）,,2022,08,10,17,00,3.2,4,南南西,4,14,42,4,,,17,8,南,8,1983,07,05,12,8,南,8,2004,08,30,1979
65276,和歌山県,新宮（シングウ）,,2022,08,10,17,00,7.1,4,南,4,12,53,4,,,26,8,南東,8,1994,09,29,16,8,南,8,1989,08,27,1979
65288,和歌山県,南紀白浜（ナンキシラハマ）,,2022,08,10,17,00,6.1,4,南南東,4,15,00,4,,,33.4,8,南東,8,2018,09,04,29.1,8,南東,8,2018,08,23,2006
65306,和歌山県,西川（ニシカワ）,,2022,08,10,17,00,3.6,4,南南西,4,15,43,4,,,12.5,8,南南西,8,2018,09,04,10.5,8,南南西,8,2018,08,23,1979
65356,和歌山県,潮岬（シオノミサキ）,47778,2022,08,10,17,00,4.3,4,西南西,4,14,35,4,,,33.6,8,西,8,1921,09,26,32.5,8,南南東,8,1958,08,25,1913
66046,岡山県,上長田（カミナガタ）,,2022,08,10,17,00,1.1,4,南南東,4,12,59,4,,,13,8,南,8,2006,04,11,8,8,南南東,8,2007,08,02,1978
66091,岡山県,千屋（チヤ）,,2022,08,10,17,00,2.4,4,南東,4,11,53,4,,,13,8,///,8,1991,09,27,9,8,北北西,8,1989,08,27,1978
66127,岡山県,奈義（ナギ）,,2022,08,10,17,00,4.2,4,南南西,4,12,55,4,,,34,8,北,8,2004,10,20,16,8,北,8,2001,08,21,1977
66136,岡山県,今岡（イマオカ）,,2022,08,10,17,00,2.6,4,東南東,4,15,47,4,,,12.1,8,北北東,8,2011,05,29,10.3,8,北,8,2018,08,31,1978
66171,岡山県,久世（クセ）,,2022,08,10,17,00,3.6,4,南南東,4,13,41,4,,,13.8,8,北,8,2013,10,16,12.5,8,南東,8,2015,08,25,1978
66186,岡山県,津山（ツヤマ）,47756,2022,08,10,17,00,3.8,4,南南西,4,12,35,4,,,30.6,8,北北西,8,1959,09,26,22.0,8,南東,8,1971,08,05,1943
66221,岡山県,新見（ニイミ）,,2022,08,10,17,00,2.2,4,南南西,4,14,19,4,,,13,8,///,8,1991,09,27,12,8,東,8,2004,08,30,1978
66296,岡山県,福渡（フクワタリ）,,2022,08,10,17,00,2.8,4,南南東,4,10,53,4,,,11.4,8,北北東,8,2021,06,23,9,8,南南東,8,2004,08,30,1979
66306,岡山県,和気（ワケ）,,2022,08,10,17,00,4.4,4,南南東,4,15,32,4,,,12.0,8,南西,8,2012,04,03,12,8,南西,8,2004,08,30,1979
66336,岡山県,高梁（タカハシ）,,2022,08,10,17,00,3.9,4,南,4,15,35,4,,,13,8,北西,8,1983,05,08,11,8,東北東,8,2005,08,09,1979
66346,岡山県,日応寺（ニチオウジ）,,2022,08,10,17,00,4.2,4,南西,4,13,11,4,,,17.2,8,東,8,2015,07,17,15,8,南西,8,2004,08,30,2003
66408,岡山県,岡山（オカヤマ）,47768,2022,08,10,17,00,6.0,4,南,4,13,31,4,,,25.8,8,南東,8,1896,08,18,25.8,8,南東,8,1896,08,18,1891
66421,岡山県,虫明（ムシアゲ）,,2022,08,10,17,00,4.3,4,東北東,4,13,44,4,,,10.1,8,南西,8,2012,04,03,9,8,南南西,8,2004,08,30,1979
66446,岡山県,倉敷（クラシキ）,,2022,08,10,17,00,4.2,4,南南西,4,14,11,4,,,15,8,南西,8,1991,09,27,14,8,南西,8,2004,08,31,1979
66481,岡山県,笠岡（カサオカ）,,2022,08,10,17,00,4.4,4,南,4,13,00,4,,,16.4,8,西南西,8,2012,04,03,14.3,8,西南西,8,2021,08,09,1979
66501,岡山県,玉野（タマノ）,,2022,08,10,17,00,5.3,4,東,4,14,34,4,,,20.6,8,東,8,2019,08,15,20.6,8,東,8,2019,08,15,1976
67016,広島県,高野（タカノ）,,2022,08,10,17,00,3.1,4,南,4,11,40,4,,,14,8,東南東,8,1991,09,27,14,8,南東,8,1990,08,22,1978
67106,広島県,三次（ミヨシ）,,2022,08,10,17,00,4.2,4,北西,4,16,43,4,,,17,8,南東,8,1999,09,24,12.8,8,西北西,8,2021,08,09,1978
67116,広島県,庄原（ショウバラ）,,2022,08,10,17,00,3.8,4,南,4,13,16,4,,,12.2,8,南南西,8,2012,04,03,9.2,8,西北西,8,2021,08,09,1976
67151,広島県,大朝（オオアサ）,,2022,08,10,17,00,3.4,4,南南東,4,12,57,4,,,17,8,///,8,1991,09,27,14.1,8,西北西,8,2021,08,09,1977
67191,広島県,油木（ユキ）,,2022,08,10,17,00,4.4,4,南南西,4,12,11,4,,,16,8,南西,8,2004,09,07,12.2,8,南西,8,2015,08,25,1978
67212,広島県,加計（カケ）,,2022,08,10,17,00,3.6,4,東,4,14,28,4,,,12,8,///,8,1991,09,27,11,8,北,8,1987,08,31,1978
67292,広島県,三入（ミイリ）,,2022,08,10,17,00,3.8,4,南西,4,14,55,4,,,12,8,南西,8,2004,09,07,8.4,8,南西,8,2015,08,25,2001
67316,広島県,世羅（セラ）,,2022,08,10,17,00,4.0,4,南,4,12,04,4,,,11.1,8,西南西,8,2012,04,03,11,8,東,8,2004,08,30,1977
67326,広島県,府中（フチュウ）,,2022,08,10,17,00,3.2,4,西,4,13,53,4,,,14,8,北,8,2004,10,20,11.7,8,西,8,2021,08,09,1979
67376,広島県,東広島（ヒガシヒロシマ）,,2022,08,10,17,00,5.0,4,西,4,00,06,4,,,16.4,8,西南西,8,2012,04,03,13.1,8,東,8,2015,08,25,1979
67386,広島県,本郷（ホンゴウ）,,2022,08,10,17,00,4.0,4,西北西,4,00,32,4,,,21,8,東北東,8,2004,07,31,18.2,8,東北東,8,2014,08,10,2003
67401,広島県,福山（フクヤマ）,47767,2022,08,10,17,00,5.8,4,南西,4,12,27,4,,,19.4,8,南南西,8,1956,08,17,19.4,8,南南西,8,1956,08,17,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2022,08,10,17,00,3.1,4,西南西,4,10,25,4,,,13.6,8,西,8,2012,04,03,9,8,西,8,2004,08,30,1978
67437,広島県,広島（ヒロシマ）,47765,2022,08,10,17,00,5.7,4,南南西,4,04,54,4,,,36.0,8,南,8,1991,09,27,32.3,8,南南東,8,1900,08,19,1879
67461,広島県,竹原（タケハラ）,,2022,08,10,17,00,3.9,4,西北西,4,13,42,4,,,23,8,///,8,1991,09,27,18.2,8,西南西,8,2021,08,09,1979
67471,広島県,生口島（イクチジマ）,,2022,08,10,17,00,4.2,4,南西,4,16,47,4,,,15.5,8,西南西,8,2021,08,09,15.5,8,西南西,8,2021,08,09,1979
67496,広島県,大竹（オオタケ）,,2022,08,10,17,00,5.3,4,東南東,4,11,55,4,,,20,8,南,8,2004,09,07,14,8,北北東,8,2003,08,08,1979
67511,広島県,呉（クレ）,47766,2022,08,10,17,00,6.7,4,南西,4,09,21,4,,,27.0,8,西南西,8,1955,01,30,25.5,8,北東,8,1970,08,21,1894
67576,広島県,呉市蒲刈（クレシカマガリ）,,2022,08,10,17,00,3.5,4,西北西,4,00,08,4,,,19.3,8,西南西,8,2012,04,03,15.5,8,西南西,8,2021,08,09,2009
68022,島根県,西郷（サイゴウ）,47740,2022,08,10,17,00,8.1,4,南西,4,11,17,4,,,26.9,8,南南西,8,2004,09,07,25.3,8,東北東,8,1970,08,21,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2022,08,10,17,00,7.6,4,南西,4,09,12,4,,,34,8,南西,8,2004,09,07,26,8,南西,8,2004,08,19,2003
68056,島根県,海士（アマ）,,2022,08,10,17,00,4.3,4,南西,4,15,20,4,,,16,8,///,8,1987,08,31,16,8,///,8,1987,08,31,1978
68091,島根県,鹿島（カシマ）,,2022,08,10,17,00,4.6,4,西南西,4,15,00,4,,,20.4,8,南西,8,2016,10,05,14.3,8,西,8,2021,08,09,1978
68121,島根県,斐川（ヒカワ）,,2022,08,10,17,00,8.6,4,西,4,12,27,4,,,27.4,8,北北西,8,2021,08,09,27.4,8,北北西,8,2021,08,09,2003
68132,島根県,松江（マツエ）,47741,2022,08,10,17,00,9.2,4,西,4,13,24,4,,,28.5,8,西,8,1991,09,27,24.5,8,西,8,1956,08,17,1940
68156,島根県,出雲（イズモ）,,2022,08,10,17,00,4.2,4,西南西,4,13,07,4,,,17.0,8,西南西,8,2012,04,03,14.0,8,北,8,2021,08,09,1978
68246,島根県,大田（オオダ）,,2022,08,10,17,00,2.8,4,西,4,12,19,4,,,13.8,8,北北西,8,2021,08,09,13.8,8,北北西,8,2021,08,09,1978
68261,島根県,掛合（カケヤ）,,2022,08,10,17,00,4.0,4,南,4,09,41,4,,,14,8,東北東,8,2008,03,21,12.3,8,北,8,2021,08,09,1978
68276,島根県,横田（ヨコタ）,,2022,08,10,17,00,3.9,4,南南西,4,12,09,4,,,14,8,北東,8,2004,10,20,12.0,8,西北西,8,2021,08,09,1978
68306,島根県,赤名（アカナ）,,2022,08,10,17,00,2.5,4,南東,4,12,35,4,,,11,8,北北西,8,2004,10,20,8,8,南東,8,2007,08,03,1978
68351,島根県,川本（カワモト）,,2022,08,10,17,00,3.3,4,南南西,4,02,36,4,,,13,8,西南西,8,1991,09,27,9.0,8,南,8,2015,08,25,1978
68376,島根県,浜田（ハマダ）,47755,2022,08,10,17,00,8.1,4,南西,4,09,25,4,,,29.6,8,南南西,8,1922,03,23,27.1,8,南,8,1900,08,19,1893
68401,島根県,瑞穂（ミズホ）,,2022,08,10,17,00,2.7,4,南,4,10,56,4,,,13.9,8,西,8,2012,04,03,11,8,西,8,2004,08,30,1978
68431,島根県,弥栄（ヤサカ）,,2022,08,10,17,00,2.4,4,西,4,15,08,4,,,18,8,北,8,2004,10,20,10.5,8,北西,8,2021,08,09,1978
68456,島根県,高津（タカツ）,,2022,08,10,17,00,6.3,4,西北西,4,13,36,4,,,22.5,8,南南東,8,2009,03,13,18.2,8,南,8,2015,08,25,2003
68462,島根県,益田（マスダ）,,2022,08,10,17,00,4.1,4,南,4,10,43,4,,,15.4,8,南南東,8,2022,03,26,11,8,南,8,2004,08,19,1978
68516,島根県,津和野（ツワノ）,,2022,08,10,17,00,5.0,4,南,4,10,16,4,,,15,8,南南西,8,2004,09,07,13.0,8,南南西,8,2015,08,25,1978
68541,島根県,吉賀（ヨシカ）,,2022,08,10,17,00,4.3,4,南南西,4,14,10,4,,,16.3,8,東北東,8,2021,08,09,16.3,8,東北東,8,2021,08,09,2006
69006,鳥取県,境（サカイ）,47742,2022,08,10,17,00,5.2,4,南西,4,10,14,4,,,25.0,8,北東,8,1893,10,14,23.7,8,北東,8,1941,08,15,1883
69021,鳥取県,塩津（シオツ）,,2022,08,10,17,00,4.0,4,西北西,4,12,01,4,,,20,8,南,8,2004,09,07,15.5,8,西北西,8,2021,08,09,1977
69041,鳥取県,青谷（アオヤ）,,2022,08,10,17,00,3.5,4,南,4,08,48,4,,,18,8,北西,8,2007,01,07,11.2,8,北,8,2016,08,26,1978
69052,鳥取県,湖山（コヤマ）,,2022,08,10,17,00,5.2,4,北西,4,13,51,4,,,25,8,南南東,8,2007,03,05,22.2,8,西,8,2021,08,09,2003
69061,鳥取県,岩井（イワイ）,,2022,08,10,17,00,4.5,4,南東,4,11,12,4,,,20,8,///,8,1979,03,30,16.5,8,西,8,2021,08,09,1978
69076,鳥取県,米子（ヨナゴ）,47744,2022,08,10,17,00,5.1,4,西,4,15,17,4,,,25.0,8,北北西,8,1945,09,18,23.5,8,西,8,1956,08,17,1939
69101,鳥取県,倉吉（クラヨシ）,,2022,08,10,17,00,6.2,4,南南西,4,07,29,4,,,22,8,北北東,8,1997,06,28,19.1,8,西,8,2021,08,09,1978
69122,鳥取県,鳥取（トットリ）,47746,2022,08,10,17,00,6.6,4,南,4,11,05,4,,,29.2,8,北西,8,1961,09,16,20.2,8,西南西,8,1956,08,17,1943
69246,鳥取県,智頭（チズ）,,2022,08,10,17,00,2.1,4,東南東,4,13,20,4,,,17,8,南東,8,1991,09,27,11,8,東南東,8,1993,08,10,1978
69271,鳥取県,茶屋（チャヤ）,,2022,08,10,17,00,4.4,4,南南西,4,04,58,4,,,13.2,8,南南西,8,2011,04,30,10.7,8,南南西,8,2015,08,25,1978
71066,徳島県,池田（イケダ）,,2022,08,10,17,00,4.1,4,北北西,4,14,50,4,,,17,8,西南西,8,2004,09,07,16,8,西南西,8,2004,08,30,1978
71087,徳島県,穴吹（アナブキ）,,2022,08,10,17,00,3.9,4,北西,4,16,37,4,,,15.7,8,北東,8,2015,07,16,13,8,北東,8,2003,08,08,2001
71106,徳島県,徳島（トクシマ）,47895,2022,08,10,17,00,6.2,4,南南東,4,16,29,4,,,37.8,8,南東,8,1941,08,15,37.8,8,南東,8,1941,08,15,1891
71191,徳島県,京上（キョウジョウ）,,2022,08,10,17,00,1.4,4,南東,4,12,45,4,,,7,8,東南東,8,1990,05,25,5,8,西北西,8,2004,08,30,1978
71231,徳島県,蒲生田（カモダ）,,2022,08,10,17,00,6.8,4,南西,4,01,38,4,,,34.5,8,東南東,8,2018,09,04,29.4,8,東,8,2018,08,23,1978
71251,徳島県,木頭（キトウ）,,2022,08,10,17,00,2.9,4,西,4,09,33,4,,,12.4,8,東北東,8,2017,10,22,11.5,8,北北東,8,2014,08,10,1979
71266,徳島県,日和佐（ヒワサ）,,2022,08,10,17,00,3.6,4,南南西,4,10,58,4,,,34.6,8,東南東,8,2018,09,04,24.9,8,東南東,8,2018,08,23,1976
71291,徳島県,海陽（カイヨウ）,,2022,08,10,17,00,4.8,4,南東,4,11,14,4,,,22.4,8,南,8,2014,08,10,22.4,8,南,8,2014,08,10,2009
72061,香川県,内海（ウチノミ）,,2022,08,10,17,00,3.3,4,南東,4,14,08,4,,,12.4,8,西南西,8,2012,04,03,11,8,南南東,8,2004,08,30,1978
72086,香川県,高松（タカマツ）,47891,2022,08,10,17,00,3.7,4,北北西,4,12,00,4,,,24.4,8,南西,8,1954,09,26,23.5,8,東北東,8,1960,08,11,1941
72111,香川県,多度津（タドツ）,47890,2022,08,10,17,00,4.3,4,西北西,4,14,18,4,,,32.6,8,北北西,8,1934,09,21,26.3,8,西,8,1899,08,28,1893
72121,香川県,滝宮（タキノミヤ）,,2022,08,10,17,00,3.1,4,北北西,4,14,49,4,,,12.4,8,北東,8,2015,07,16,10,8,南西,8,2004,08,31,1978
72126,香川県,香南（コウナン）,,2022,08,10,17,00,4.2,4,北,4,15,11,4,,,21.3,8,西,8,2012,04,03,18,8,西南西,8,2004,08,31,2003
72146,香川県,引田（ヒケタ）,,2022,08,10,17,00,3.9,4,北東,4,15,08,4,,,18.2,8,南南東,8,2019,07,11,16.8,8,東南東,8,2019,08,15,1978
72161,香川県,財田（サイタ）,,2022,08,10,17,00,3.1,4,南南西,4,15,13,4,,,15,8,南東,8,2007,05,16,12,8,南南東,8,2004,08,30,1978
73001,愛媛県,大三島（オオミシマ）,,2022,08,10,17,00,3.7,4,西南西,4,13,30,4,,,19.0,8,西南西,8,2012,04,03,13,8,東,8,2004,08,30,1978
73076,愛媛県,今治（イマバリ）,,2022,08,10,17,00,4.4,4,西北西,4,14,12,4,,,14.5,8,東北東,8,2020,01,27,13.1,8,東北東,8,2019,08,15,1976
73126,愛媛県,西条（サイジョウ）,,2022,08,10,17,00,3.3,4,北北東,4,12,07,4,,,16,8,南,8,2004,09,07,16,8,南西,8,2004,08,30,1978
73141,愛媛県,新居浜（ニイハマ）,,2022,08,10,17,00,4.1,4,北北東,4,12,19,4,,,14.6,8,南,8,2020,09,03,14.4,8,西南西,8,2021,08,09,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2022,08,10,17,00,3.4,4,西,4,08,48,4,,,15.9,8,西,8,2012,04,03,14,8,東,8,2004,08,30,1978
73166,愛媛県,松山（マツヤマ）,47887,2022,08,10,17,00,3.8,4,西,4,15,51,4,,,25.4,8,南南東,8,1945,09,17,23.2,8,北北東,8,1970,08,21,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2022,08,10,17,00,4.5,4,北西,4,11,29,4,,,24,8,南西,8,2004,08,30,24,8,南西,8,2004,08,30,2003
73256,愛媛県,長浜（ナガハマ）,,2022,08,10,17,00,6.2,4,北東,4,09,45,4,,,26,8,北北東,8,2004,10,20,21,8,南西,8,2004,08,30,1978
73276,愛媛県,久万（クマ）,,2022,08,10,17,00,4.5,4,北北西,4,15,08,4,,,13.9,8,北北西,8,2018,09,30,11,8,南東,8,1993,08,10,1978
73306,愛媛県,大洲（オオズ）,,2022,08,10,17,00,5.4,4,西南西,4,14,29,4,,,14.9,8,西,8,2020,03,19,8.5,8,西,8,2014,08,10,1978
73341,愛媛県,瀬戸（セト）,,2022,08,10,17,00,10.9,4,南,4,00,25,4,,,43,8,南南東,8,2004,09,07,39,8,南南東,8,2004,08,30,1997
73406,愛媛県,宇和（ウワ）,,2022,08,10,17,00,4.6,4,南南西,4,13,44,4,,,14.7,8,東,8,2020,01,27,12,8,東南東,8,2007,08,02,1978
73442,愛媛県,宇和島（ウワジマ）,47892,2022,08,10,17,00,6.0,4,西北西,4,12,16,4,,,32.7,8,西,8,1964,09,25,30.0,8,西南西,8,1970,08,21,1922
73446,愛媛県,近永（チカナガ）,,2022,08,10,17,00,2.4,4,東,4,09,28,4,,,16,8,南南東,8,1980,09,11,15,8,南南東,8,1982,08,27,1979
73516,愛媛県,御荘（ミショウ）,,2022,08,10,17,00,3.3,4,南西,4,16,24,4,,,14,8,東南東,8,1990,08,22,14,8,東南東,8,1990,08,22,1978
74056,高知県,本川（ホンガワ）,,2022,08,10,17,00,1.4,4,北北東,4,14,47,4,,,10.6,8,北西,8,2017,10,22,7,8,南東,8,1987,08,31,1979
74071,高知県,本山（モトヤマ）,,2022,08,10,17,00,5.0,4,東南東,4,13,32,4,,,11,8,北東,8,2005,09,06,9,8,北東,8,2007,08,02,1977
74136,高知県,大栃（オオドチ）,,2022,08,10,17,00,3.6,4,南南西,4,15,29,4,,,9.0,8,東北東,8,2017,10,23,8,8,南南東,8,2004,08,30,1977
74181,高知県,高知（コウチ）,47893,2022,08,10,17,00,3.7,4,南東,4,15,17,4,,,29.2,8,東,8,1970,08,21,29.2,8,東,8,1970,08,21,1886
74187,高知県,後免（ゴメン）,,2022,08,10,17,00,4.0,4,南南西,4,14,49,4,,,22.8,8,北,8,2017,10,22,17,8,南南西,8,2004,08,30,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2022,08,10,17,00,4.8,4,南南西,4,14,57,4,,,26,8,南南東,8,2004,08,30,26,8,南南東,8,2004,08,30,2003
74271,高知県,安芸（アキ）,,2022,08,10,17,00,2.7,4,南南西,4,13,17,4,,,20,8,南南東,8,1993,09,03,18,8,南南東,8,2004,08,30,1977
74296,高知県,梼原（ユスハラ）,,2022,08,10,17,00,2.2,4,南,4,15,53,4,,,9.3,8,北,8,2021,12,17,9,8,南,8,1992,08,08,1977
74311,高知県,須崎（スサキ）,,2022,08,10,17,00,3.2,4,南南東,4,14,55,4,,,20,8,南南東,8,2004,08,30,20,8,南南東,8,2004,08,30,1977
