観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),今日の最高気温(℃),今日の最高気温の品質情報,今日の最高気温起時（時）,今日の最高気温起時（分）,今日の最高気温起時の品質情報,平年差（℃）,前日差（℃）,該当旬（月）,該当旬（旬）,極値更新,10年未満での極値更新,今年最高,今年の最高気温（℃)（昨日まで）,今年の最高気温（昨日まで）の品質情報,今年の最高気温（昨日まで）を観測した起日（年）,今年の最高気温（昨日まで）を観測した起日（月）,今年の最高気温（昨日まで）を観測した起日（日）,昨日までの観測史上1位の値（℃）,昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値を観測した起日（年）,昨日までの観測史上1位の値を観測した起日（月）,昨日までの観測史上1位の値を観測した起日（日）,昨日までの8月の1位の値,昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の起日（年）,昨日までの8月の1位の値の起日（月）,昨日までの8月の1位の値の起日（日）,統計開始年
52606,岐阜県,多治見（タジミ）,,2022,08,10,17,00,35.8,4,11,53,4,+1.2,0.0,88,0,,,0,40.0,4,2022,07,01,40.9,8,2007,08,16,40.9,8,2007,08,16,1978
53041,三重県,桑名（クワナ）,,2022,08,10,17,00,35.0,4,14,36,4,+2.0,-0.6,88,0,,,0,38.9,4,2022,08,03,39.8,8,2018,08,03,39.8,8,2018,08,03,1979
53061,三重県,四日市（ヨッカイチ）,47684,2022,08,10,17,00,33.2,4,13,18,4,+1.4,-0.6,88,0,,,0,37.0,4,2022,08,02,38.8,8,1994,08,05,38.8,8,1994,08,05,1966
53091,三重県,亀山（カメヤマ）,,2022,08,10,17,00,33.5,4,11,06,4,+1.4,-1.5,88,0,,,0,37.8,4,2022,07,01,38.3,8,2018,07,18,37.9,8,1994,08,05,1979
53112,三重県,上野（ウエノ）,47649,2022,08,10,17,00,33.9,4,11,24,4,+1.0,-1.4,88,0,,,0,37.2,4,2022,07,01,38.8,8,1942,08,02,38.8,8,1942,08,02,1937
53133,三重県,津（ツ）,47651,2022,08,10,17,00,33.3,4,12,09,4,+1.3,-0.4,88,0,,,0,37.5,4,2022,08,03,39.5,8,1994,08,05,39.5,8,1994,08,05,1889
53196,三重県,小俣（オバタ）,,2022,08,10,17,00,34.4,4,12,20,4,+1.7,-0.1,88,0,,,0,37.9,4,2022,08,03,38.8,8,2013,08,10,38.8,8,2013,08,10,1979
53231,三重県,粥見（カユミ）,,2022,08,10,17,00,34.8,4,11,31,4,+2.4,-0.5,88,0,,,0,37.5,4,2022,08,03,38.9,8,2013,08,11,38.9,8,2013,08,11,1979
53257,三重県,鳥羽（トバ）,,2022,08,10,17,00,34.7,4,12,13,4,+3.0,+0.5,88,0,,,0,35.9,4,2022,07,01,38.3,8,1994,08,05,38.3,8,1994,08,05,1977
53296,三重県,南伊勢（ミナミイセ）,,2022,08,10,17,00,32.7,4,12,46,4,+1.6,0.0,88,0,,,0,36.0,4,2022,08,03,38.2,8,1994,08,05,38.2,8,1994,08,05,1979
53326,三重県,紀伊長島（キイナガシマ）,,2022,08,10,17,00,33.7,4,12,34,4,+2.5,-0.2,88,0,,,0,36.6,4,2022,07,26,37.9,8,2016,08,22,37.9,8,2016,08,22,1979
53378,三重県,尾鷲（オワセ）,47663,2022,08,10,17,00,35.4,4,12,43,4,+4.2,+1.2,88,0,,,0,37.7,4,2022,08,03,38.6,8,2016,07,03,38.4,8,1995,08,27,1938
53401,三重県,熊野新鹿（クマノアタシカ）,,2022,08,10,17,00,33.5,4,10,07,4,+2.0,-0.4,88,0,,,0,36.4,4,2022,06,28,38.6,8,2021,08,08,38.6,8,2021,08,08,2001
54012,新潟県,粟島（アワシマ）,,2022,08,10,17,00,32.2,4,12,26,4,+2.5,+0.3,88,0,,,0,33.8,4,2022,08,01,37.0,8,2019,08,15,37.0,8,2019,08,15,1978
54041,新潟県,弾崎（ハジキザキ）,,2022,08,10,17,00,29.1,4,09,20,4,+0.5,-1.0,88,0,,,0,33.7,4,2022,08,08,35.3,8,2020,09,03,35.0,8,1994,08,13,1978
54086,新潟県,村上（ムラカミ）,,2022,08,10,17,00,33.5,4,11,43,4,+2.5,+0.6,88,0,,,0,35.9,4,2022,08,01,39.9,8,2018,08,23,39.9,8,2018,08,23,1978
54157,新潟県,相川（アイカワ）,47602,2022,08,10,17,00,31.2,4,11,56,4,+1.5,+0.1,88,0,,,0,33.7,4,2022,07,31,38.1,8,2019,08,15,38.1,8,2019,08,15,1911
54166,新潟県,両津（リョウツ）,,2022,08,10,17,00,30.9,4,13,08,4,+0.9,-0.8,88,0,,,0,34.2,4,2022,07,31,38.8,8,2019,08,15,38.8,8,2019,08,15,1978
54181,新潟県,中条（ナカジョウ）,,2022,08,10,17,00,33.4,4,13,18,4,+1.7,+0.5,88,0,,,0,34.9,4,2022,08,01,40.8,8,2018,08,23,40.8,8,2018,08,23,1978
54191,新潟県,下関（シモセキ）,,2022,08,10,17,00,32.0,4,11,01,4,+1.5,0.0,88,0,,,0,35.6,4,2022,08,01,39.6,8,2018,08,23,39.6,8,2018,08,23,1978
54232,新潟県,新潟（ニイガタ）,47604,2022,08,10,17,00,33.9,4,11,08,4,+2.7,0.0,88,0,,,0,34.6,4,2022,08,08,39.9,8,2018,08,23,39.9,8,2018,08,23,1881
54236,新潟県,松浜（マツハマ）,,2022,08,10,17,00,34.0,4,11,49,4,+3.6,-0.1,88,0,,,0,34.6,4,2022,08,08,39.5,8,2018,08,23,39.5,8,2018,08,23,2003
54271,新潟県,羽茂（ハモチ）,,2022,08,10,17,00,32.4,4,12,59,4,+1.8,-1.4,88,0,,,0,35.6,4,2022,08,01,38.2,8,2019,08,13,38.2,8,2019,08,13,1978
54296,新潟県,新津（ニイツ）,,2022,08,10,17,00,34.9,4,13,19,4,+3.3,+0.4,88,0,,,0,38.0,4,2022,08,01,39.2,8,2021,08,06,39.2,8,2021,08,06,1978
54341,新潟県,巻（マキ）,,2022,08,10,17,00,34.0,4,13,08,4,+3.3,+0.3,88,0,,,0,35.5,4,2022,08,01,38.9,8,2018,08,23,38.9,8,2018,08,23,1978
54387,新潟県,寺泊（テラドマリ）,,2022,08,10,17,00,33.9,4,11,56,4,+2.8,-0.6,88,0,,,0,34.5,4,2022,08,09,40.6,8,2019,08,15,40.6,8,2019,08,15,2001
54396,新潟県,三条（サンジョウ）,,2022,08,10,17,00,34.8,4,11,54,4,+3.5,+0.3,88,0,,,0,36.6,4,2022,08,01,40.4,8,2020,09,03,40.4,8,2018,08,23,1978
54421,新潟県,津川（ツガワ）,,2022,08,10,17,00,32.1,4,12,49,4,+1.2,-0.6,88,0,,,0,35.6,4,2022,08,01,39.4,8,1994,08,13,39.4,8,1994,08,13,1978
54501,新潟県,長岡（ナガオカ）,,2022,08,10,17,00,34.9,4,12,48,4,+3.5,+0.2,88,0,,,0,36.4,4,2022,08,01,39.4,8,2018,07,29,39.3,8,1994,08,13,1976
54541,新潟県,柏崎（カシワザキ）,,2022,08,10,17,00,34.4,4,12,41,4,+3.9,+0.3,88,0,,,0,36.1,4,2022,06,24,38.1,8,2021,08,07,38.1,8,2021,08,07,1978
54566,新潟県,守門（スモン）,,2022,08,10,17,00,33.0,4,11,42,4,+2.3,-0.5,88,0,,,0,35.3,4,2022,08,01,37.4,8,2019,08,14,37.4,8,2019,08,14,1978
54586,新潟県,大潟（オオガタ）,,2022,08,10,17,00,34.0,4,11,55,4,+3.6,+0.3,88,0,,,0,37.0,4,2022,06,24,40.0,8,2018,08,23,40.0,8,2018,08,23,1978
54616,新潟県,小出（コイデ）,,2022,08,10,17,00,34.0,4,11,49,4,+1.8,-0.7,88,0,,,0,36.9,4,2022,06,24,39.0,8,2021,08,06,39.0,8,2021,08,06,1978
54651,新潟県,高田（タカダ）,47612,2022,08,10,17,00,35.4,4,11,49,4,+3.6,+0.2,88,0,,,0,36.7,4,2022,06,24,40.3,8,2019,08,14,40.3,8,2019,08,14,1922
54661,新潟県,安塚（ヤスヅカ）,,2022,08,10,17,00,33.1,4,12,12,4,+2.8,+0.5,88,0,,,0,36.5,4,2022,06,24,37.6,8,2000,07,31,37.3,8,2004,08,19,1978
54676,新潟県,十日町（トオカマチ）,,2022,08,10,17,00,33.3,4,12,29,4,+2.6,-0.6,88,0,,,0,37.1,4,2022,06,24,37.1,8,2022,06,24,37.0,8,1994,08,14,1978
54711,新潟県,糸魚川（イトイガワ）,,2022,08,10,17,00,33.4,4,12,50,4,+2.7,-1.3,88,0,,,0,36.8,4,2022,06,24,38.9,8,2018,08,23,38.9,8,2018,08,23,1978
54721,新潟県,能生（ノウ）,,2022,08,10,17,00,30.2,4,08,50,4,,,,,,,0,33.4,4,2022,07,31,36.9,8,2019,08,15,36.9,8,2019,08,15,1978
54816,新潟県,関山（セキヤマ）,,2022,08,10,17,00,30.9,4,12,52,4,+1.8,-0.8,88,0,,,0,33.8,4,2022,06,24,35.5,8,1990,08,22,35.5,8,1990,08,22,1978
54836,新潟県,津南（ツナン）,,2022,08,10,17,00,31.2,4,12,17,4,+2.2,-0.7,88,0,,,0,35.2,4,2022,06,24,35.2,8,2022,06,24,35.0,8,2004,08,19,1978
54841,新潟県,湯沢（ユザワ）,,2022,08,10,17,00,32.4,4,12,36,4,+1.9,-0.9,88,0,,,0,35.5,4,2022,07,02,37.2,8,1990,08,23,37.2,8,1990,08,23,1978
55022,富山県,朝日（アサヒ）,,2022,08,10,17,00,33.2,4,13,00,4,+2.0,-1.5,88,0,,,0,36.4,4,2022,08,01,38.0,8,2004,09,07,37.2,8,2018,08,22,1978
55041,富山県,氷見（ヒミ）,,2022,08,10,17,00,33.7,4,10,54,4,+2.9,-0.6,88,0,,,0,36.7,4,2022,07,31,37.4,8,1994,08,13,37.4,8,1994,08,13,1978
55056,富山県,魚津（ウオヅ）,,2022,08,10,17,00,34.0,4,10,39,4,+3.0,-1.7,88,0,,,0,36.3,4,2022,06,24,37.9,8,2015,07,13,37.8,8,2018,08,22,1978
55091,富山県,伏木（フシキ）,47606,2022,08,10,17,00,35.2,4,12,00,4,+3.9,-0.6,88,0,,,0,36.6,4,2022,06,28,39.7,8,1994,08,14,39.7,8,1994,08,14,1887
55102,富山県,富山（トヤマ）,47607,2022,08,10,17,00,35.8,4,13,46,4,+3.9,-1.7,88,0,,,0,37.5,4,2022,08,09,39.5,8,2018,08,22,39.5,8,2018,08,22,1939
55141,富山県,砺波（トナミ）,,2022,08,10,17,00,33.1,4,09,10,4,+2.2,-0.8,88,0,,,0,36.5,4,2022,08,01,37.4,8,2020,08,11,37.4,8,2020,08,11,1976
55151,富山県,秋ヶ島（アキガシマ）,,2022,08,10,17,00,35.3,4,12,49,4,+2.9,-0.7,88,0,,,0,37.2,4,2022,07,31,38.7,8,2018,08,22,38.7,8,2018,08,22,2003
55166,富山県,上市（カミイチ）,,2022,08,10,17,00,33.9,4,11,04,4,+4.1,+0.2,88,0,,,0,34.5,4,2022,08,01,36.6,8,2020,08,10,36.6,8,2020,08,10,1978
55191,富山県,南砺高宮（ナントタカミヤ）,,2022,08,10,17,00,34.1,4,12,43,4,+3.2,-0.9,88,0,,,0,36.0,4,2022,08,01,37.3,8,2018,08,22,37.3,8,2018,08,22,1978
55206,富山県,八尾（ヤツオ）,,2022,08,10,17,00,34.2,4,12,17,4,+2.4,-1.4,88,0,,,0,36.2,4,2022,08,01,38.5,8,1994,08,14,38.5,8,1994,08,14,1976
56036,石川県,珠洲（スズ）,,2022,08,10,17,00,33.9,4,11,15,4,+3.4,0.0,88,0,,,0,35.8,4,2022,08,01,38.2,8,2019,08,15,38.2,8,2019,08,15,1978
56052,石川県,輪島（ワジマ）,47600,2022,08,10,17,00,32.7,4,11,22,4,+2.2,-0.5,88,0,,,0,36.3,4,2022,08,01,38.6,8,2020,09,03,37.5,8,2019,08,15,1929
56093,石川県,三井（ミイ）,,2022,08,10,17,00,30.4,4,11,45,4,+0.6,-0.1,88,0,,,0,35.0,4,2022,08,01,38.1,8,2019,08,15,38.1,8,2019,08,15,2003
56116,石川県,志賀（シカ）,,2022,08,10,17,00,30.7,4,12,14,4,-0.5,-1.8,8,2,,,0,35.7,4,2022,07,30,40.1,8,2019,08,15,40.1,8,2019,08,15,1978
56146,石川県,七尾（ナナオ）,,2022,08,10,17,00,33.1,4,12,31,4,+2.1,-1.1,88,0,,,0,38.0,4,2022,08,01,38.0,8,2022,08,01,38.0,8,2022,08,01,1978
56176,石川県,羽咋（ハクイ）,,2022,08,10,17,00,32.0,4,12,06,4,+1.1,-1.9,88,0,,,0,34.9,4,2022,07,29,39.6,8,2019,08,15,39.6,8,2019,08,15,1978
56186,石川県,かほく（カホク）,,2022,08,10,17,00,32.7,4,12,18,4,+2.1,-0.7,88,0,,,0,34.6,4,2022,06,24,39.2,8,2018,08,23,39.2,8,2018,08,23,1978
56227,石川県,金沢（カナザワ）,47605,2022,08,10,17,00,34.5,4,12,31,4,+2.8,-0.5,88,0,,,0,35.7,4,2022,08,08,38.5,8,1902,09,08,38.0,8,1994,08,14,1882
56276,石川県,小松（コマツ）,,2022,08,10,17,00,35.2,4,11,57,4,+3.6,-0.2,88,0,,,0,36.5,4,2022,07,31,38.6,8,2018,08,22,38.6,8,2018,08,22,1978
56286,石川県,白山河内（ハクサンカワチ）,,2022,08,10,17,00,33.2,4,13,17,4,+2.3,-0.6,88,0,,,0,34.9,4,2022,08,01,37.3,8,2014,07,26,36.7,8,2020,08,10,1978
56301,石川県,加賀菅谷（カガスガタニ）,,2022,08,10,17,00,33.2,4,13,29,4,+2.0,+0.2,88,0,,,0,36.2,4,2022,07,31,37.4,8,2018,07,29,36.0,8,1995,08,20,1978
57001,福井県,三国（ミクニ）,,2022,08,10,17,00,34.0,4,11,51,4,+3.4,-0.4,88,0,,,0,35.7,4,2022,07,31,38.9,8,2018,07,29,38.6,8,2010,08,05,1978
57026,福井県,春江（ハルエ）,,2022,08,10,17,00,34.5,4,12,20,4,+2.3,-0.3,88,0,,,0,38.5,4,2022,08,01,39.0,8,2018,07,29,38.5,8,2022,08,01,2003
57051,福井県,越廼（コシノ）,,2022,08,10,17,00,34.4,4,12,28,4,+3.1,-1.4,88,0,,,0,37.7,4,2022,08,01,38.2,8,2018,07,29,37.7,8,2022,08,01,1978
57066,福井県,福井（フクイ）,47616,2022,08,10,17,00,34.9,4,12,41,4,+2.3,+0.2,88,0,,,0,38.3,4,2022,08,01,38.6,8,1942,07,19,38.5,8,1922,08,20,1897
57082,福井県,勝山（カツヤマ）,,2022,08,10,17,00,33.3,4,13,19,4,+1.8,-0.7,88,0,,,0,37.4,4,2022,08,01,37.4,8,2022,08,01,37.4,8,2022,08,01,1993
57121,福井県,大野（オオノ）,,2022,08,10,17,00,33.3,4,12,57,4,+1.8,-0.2,88,0,,,0,35.8,4,2022,08,01,36.9,8,2012,07,31,36.6,8,1985,08,17,1976
57206,福井県,今庄（イマジョウ）,,2022,08,10,17,00,33.7,4,13,14,4,+2.2,-0.5,88,0,,,0,36.7,4,2022,08,01,36.9,8,2018,08,14,36.9,8,2018,08,14,1978
57248,福井県,敦賀（ツルガ）,47631,2022,08,10,17,00,35.4,4,13,26,4,+3.1,+0.3,88,0,,,0,37.2,4,2022,08,01,37.6,8,1918,08,13,37.6,8,1918,08,13,1897
57286,福井県,美浜（ミハマ）,,2022,08,10,17,00,35.7,4,13,13,4,+3.9,-0.7,88,0,,,0,38.2,4,2022,08,01,38.2,8,2022,08,01,38.2,8,2022,08,01,1978
57317,福井県,小浜（オバマ）,,2022,08,10,17,00,37.0,4,14,07,4,+4.4,-0.4,88,0,,,0,39.1,4,2022,08,01,39.1,8,2022,08,01,39.1,8,2022,08,01,1978
60051,滋賀県,今津（イマヅ）,,2022,08,10,17,00,33.6,4,13,48,4,+2.2,+0.6,88,0,,,0,35.3,4,2022,08,01,36.9,8,1994,08,07,36.9,8,1994,08,07,1978
60061,滋賀県,長浜（ナガハマ）,,2022,08,10,17,00,35.2,4,13,58,4,+2.9,+0.7,88,0,,,0,36.7,4,2022,07,02,37.4,8,2014,07,26,37.4,8,1994,08,08,1978
60102,滋賀県,米原（マイバラ）,,2022,08,10,17,00,34.2,4,14,06,4,+2.7,-0.4,88,0,,,0,35.5,4,2022,08,01,36.2,8,2018,07,22,35.9,8,2015,08,02,2001
60116,滋賀県,南小松（ミナミコマツ）,,2022,08,10,17,00,35.7,4,15,39,4,+3.8,+0.4,88,0,,,0,37.2,4,2022,07,01,37.2,8,2022,07,01,37.2,8,1995,08,20,1978
60131,滋賀県,彦根（ヒコネ）,47761,2022,08,10,17,00,35.7,4,15,36,4,+3.2,+0.9,88,0,,,0,36.8,4,2022,07,02,37.7,8,2014,07,26,37.5,8,1942,08,02,1893
60196,滋賀県,東近江（ヒガシオウミ）,,2022,08,10,17,00,34.9,4,13,13,4,+2.0,0.0,88,0,,,0,37.6,4,2022,08,01,39.2,8,2020,08,20,39.2,8,2020,08,20,1978
60216,滋賀県,大津（オオツ）,,2022,08,10,17,00,35.3,4,14,03,4,+2.4,-0.4,88,0,,,0,37.3,4,2022,07,02,38.0,8,2018,08,13,38.0,8,2018,08,13,1977
60226,滋賀県,信楽（シガラキ）,,2022,08,10,17,00,33.4,4,13,45,4,+2.6,-0.3,88,0,,,0,35.1,4,2022,07,02,36.0,8,2018,07,19,35.6,8,1994,08,08,1978
60236,滋賀県,土山（ツチヤマ）,,2022,08,10,17,00,33.3,4,12,43,4,+2.4,-1.0,88,0,,,0,36.2,4,2022,06,30,37.2,8,2018,07,15,37.0,8,2020,08,20,1978
61001,京都府,間人（タイザ）,,2022,08,10,17,00,33.9,4,11,54,4,+3.0,+0.6,88,0,,,0,36.3,4,2022,08,01,37.9,8,2018,08,22,37.9,8,2018,08,22,1977
61076,京都府,宮津（ミヤヅ）,,2022,08,10,17,00,36.0,4,13,12,4,+3.7,-1.6,88,0,,,0,37.6,4,2022,08,09,38.8,8,2018,08,22,38.8,8,2018,08,22,1978
61111,京都府,舞鶴（マイヅル）,47750,2022,08,10,17,00,35.7,4,14,27,4,+2.8,-0.7,88,0,,,0,37.1,4,2022,06,29,38.8,8,2018,07,22,38.6,8,2018,08,01,1947
61187,京都府,福知山（フクチヤマ）,,2022,08,10,17,00,35.6,4,14,05,4,+2.2,-0.5,88,0,,,0,38.7,4,2022,07,02,39.6,8,2018,08,22,39.6,8,2018,08,22,1976
61206,京都府,美山（ミヤマ）,,2022,08,10,17,00,33.3,4,14,20,4,+1.7,-0.5,88,0,,,0,37.0,4,2022,07,02,37.0,8,2022,07,02,36.7,8,2020,08,21,1978
61242,京都府,園部（ソノベ）,,2022,08,10,17,00,34.9,4,14,45,4,+1.4,+0.1,88,0,,,0,37.4,4,2022,07,01,38.2,8,2018,08,05,38.2,8,2018,08,05,2002
61286,京都府,京都（キョウト）,47759,2022,08,10,17,00,36.9,4,12,49,4,+2.7,-0.3,88,0,,,0,38.6,4,2022,07,02,39.8,8,2018,07,19,39.8,8,1994,08,08,1880
61326,京都府,京田辺（キョウタナベ）,,2022,08,10,17,00,36.0,4,11,57,4,+2.1,-0.4,88,0,,,0,37.8,4,2022,07,01,39.0,8,2007,08,16,39.0,8,2007,08,16,1978
62016,大阪府,能勢（ノセ）,,2022,08,10,17,00,33.6,4,15,15,4,+2.1,+0.2,88,0,,,0,37.6,4,2022,07,01,37.6,8,2022,07,01,37.4,8,1994,08,08,1977
62046,大阪府,枚方（ヒラカタ）,,2022,08,10,17,00,36.0,4,13,09,4,+1.8,0.0,88,0,,,0,38.4,4,2022,07,01,39.6,8,1994,08,08,39.6,8,1994,08,08,1977
62051,大阪府,豊中（トヨナカ）,,2022,08,10,17,00,35.2,4,14,42,4,+1.0,-0.2,88,0,,,0,38.6,4,2022,07,01,39.9,8,1994,08,08,39.9,8,1994,08,08,1977
62078,大阪府,大阪（オオサカ）,47772,2022,08,10,17,00,35.8,4,14,20,4,+1.7,+0.2,88,0,,,0,38.4,4,2022,07,01,39.1,8,1994,08,08,39.1,8,1994,08,08,1883
62081,大阪府,生駒山（イコマヤマ）,,2022,08,10,17,00,30.3,4,13,49,4,+1.4,-0.7,88,0,,,0,33.3,4,2022,07,01,34.3,8,1994,08,06,34.3,8,1994,08,06,1976
62091,大阪府,堺（サカイ）,,2022,08,10,17,00,35.9,4,12,40,4,+1.6,-0.4,88,0,,,0,38.3,4,2022,07,01,39.7,8,2018,08,22,39.7,8,2018,08,22,1977
62096,大阪府,八尾（ヤオ）,,2022,08,10,17,00,34.9,4,12,49,4,+0.8,+0.2,88,0,,,0,38.3,4,2022,07,01,38.3,8,2022,07,01,38.2,8,2020,08,10,2003
62101,大阪府,関空島（カンクウジマ）,,2022,08,10,17,00,32.4,4,08,56,4,-0.5,-0.1,8,2,,,0,34.8,4,2022,07,31,36.9,8,2018,08,22,36.9,8,2018,08,22,2003
62131,大阪府,熊取（クマトリ）,,2022,08,10,17,00,35.4,4,14,27,4,+3.0,-0.5,88,0,,,0,35.9,4,2022,08,09,36.1,8,2019,08,05,36.1,8,2019,08,05,1977
63016,兵庫県,香住（カスミ）,,2022,08,10,17,00,34.3,4,11,56,4,+3.6,+0.9,88,0,,,0,36.2,4,2022,07,30,38.0,8,1994,08,11,38.0,8,1994,08,11,1976
63051,兵庫県,豊岡（トヨオカ）,47747,2022,08,10,17,00,36.5,4,12,09,4,+3.2,+0.2,88,0,,,0,38.4,4,2022,06,29,39.3,8,2000,07,22,39.1,8,2018,08,22,1918
63071,兵庫県,兎和野高原（ウワノコウゲン）,,2022,08,10,17,00,30.0,4,11,34,4,+0.9,-2.0,88,0,,,0,33.8,4,2022,07,02,33.8,8,2022,07,02,33.4,8,2020,08,19,2005
63121,兵庫県,和田山（ワダヤマ）,,2022,08,10,17,00,34.2,4,12,50,4,+1.8,-1.5,88,0,,,0,37.6,4,2022,07,02,38.0,8,2020,08,20,38.0,8,2020,08,20,1977
63201,兵庫県,生野（イクノ）,,2022,08,10,17,00,33.5,4,13,12,4,+1.7,-0.5,88,0,,,0,37.0,4,2022,08,03,38.0,8,2020,08,20,38.0,8,2020,08,20,1978
63216,兵庫県,柏原（カイバラ）,,2022,08,10,17,00,34.3,4,14,31,4,+1.2,-0.4,88,0,,,0,36.5,4,2022,07,01,39.2,8,1994,08,08,39.2,8,1994,08,08,1978
63251,兵庫県,一宮（イチノミヤ）,,2022,08,10,17,00,33.1,4,14,19,4,+0.8,-0.1,88,0,,,0,36.5,4,2022,07,01,38.5,8,2018,08,04,38.5,8,2018,08,04,1978
63321,兵庫県,福崎（フクサキ）,,2022,08,10,17,00,35.5,4,15,23,4,+1.8,+0.3,88,0,,,0,38.2,4,2022,07,01,38.8,8,2018,07,24,38.6,8,1994,08,08,1977
63331,兵庫県,西脇（ニシワキ）,,2022,08,10,17,00,34.3,4,14,11,4,+1.2,-0.5,88,0,,,0,37.9,4,2022,07,01,39.2,8,2020,08,30,39.2,8,2020,08,30,1978
63366,兵庫県,上郡（カミゴオリ）,,2022,08,10,17,00,34.8,4,14,10,4,+2.0,+0.3,88,0,,,0,36.4,4,2022,08,03,37.5,8,2006,08,09,37.5,8,2006,08,09,1978
63383,兵庫県,姫路（ヒメジ）,47769,2022,08,10,17,00,34.4,4,14,21,4,+1.5,0.0,88,0,,,0,35.4,4,2022,07,26,38.0,8,2020,08,31,38.0,8,2020,08,31,1948
63411,兵庫県,三田（サンダ）,,2022,08,10,17,00,34.7,4,15,39,4,+2.5,+0.4,88,0,,,0,37.1,4,2022,07,01,38.4,8,1994,08,08,38.4,8,1994,08,08,1978
63461,兵庫県,三木（ミキ）,,2022,08,10,17,00,32.9,4,15,12,4,+1.2,+0.2,88,0,,,0,35.2,4,2022,07,01,37.8,8,2018,07,24,36.4,8,2018,08,22,1977
63491,兵庫県,家島（イエシマ）,,2022,08,10,17,00,32.4,4,11,46,4,+1.3,0.0,88,0,,,0,34.4,4,2022,08,03,35.3,8,2006,08,09,35.3,8,2006,08,09,1978
63496,兵庫県,明石（アカシ）,,2022,08,10,17,00,34.2,4,11,51,4,+2.4,+0.7,88,0,,,1,33.5,4,2022,08,09,37.2,8,2019,08,13,37.2,8,2019,08,13,1992
63517,兵庫県,神戸空港（コウベクウコウ）,,2022,08,10,17,00,31.8,4,12,23,4,+0.5,+0.1,88,0,,,0,35.1,4,2022,07,01,36.8,8,2016,08,21,36.8,8,2016,08,21,2006
63518,兵庫県,神戸（コウベ）,47770,2022,08,10,17,00,33.0,4,14,30,4,+0.5,+0.5,88,0,,,0,36.8,4,2022,07,26,38.8,8,1994,08,08,38.8,8,1994,08,08,1896
63551,兵庫県,郡家（グンゲ）,,2022,08,10,17,00,35.4,4,14,01,4,+2.7,-0.1,88,0,,,0,37.1,4,2022,08,03,37.1,8,2022,08,03,37.1,8,2022,08,03,1978
63571,兵庫県,洲本（スモト）,47776,2022,08,10,17,00,33.0,4,11,58,4,+1.6,+0.1,88,0,,,0,36.7,4,2022,08,04,38.0,8,2020,08,17,38.0,8,2020,08,17,1919
63588,兵庫県,南淡（ナンダン）,,2022,08,10,17,00,32.3,4,11,18,4,0.0,-0.1,8,1,,,0,33.7,4,2022,07,26,37.6,8,2019,08,13,37.6,8,2019,08,13,2004
64036,奈良県,奈良（ナラ）,47780,2022,08,10,17,00,35.1,4,13,54,4,+1.6,-0.7,88,0,,,0,37.6,4,2022,07,01,39.3,8,1994,08,08,39.3,8,1994,08,08,1953
64041,奈良県,針（ハリ）,,2022,08,10,17,00,32.2,4,13,28,4,+1.9,-1.7,88,0,,,0,35.3,4,2022,07,02,36.0,8,2020,08,10,36.0,8,2020,08,10,1978
64101,奈良県,大宇陀（オオウダ）,,2022,08,10,17,00,31.9,4,12,31,4,+0.4,-1.7,88,0,,,0,35.3,4,2022,07,01,36.5,8,2020,08,10,36.5,8,2020,08,10,1978
64127,奈良県,五條（ゴジョウ）,,2022,08,10,17,00,34.4,4,11,18,4,+1.1,-1.7,88,0,,,0,37.4,4,2022,07,01,37.8,8,2021,08,05,37.8,8,2021,08,05,2005
64206,奈良県,上北山（カミキタヤマ）,,2022,08,10,17,00,33.9,4,12,40,4,+2.4,-2.0,88,0,,,0,37.5,4,2022,08,03,39.3,8,2020,08,17,39.3,8,2020,08,17,1978
64227,奈良県,風屋（カゼヤ）,,2022,08,10,17,00,34.3,4,12,11,4,+2.5,-0.6,88,0,,,0,37.2,4,2022,08,02,39.4,8,2020,08,17,39.4,8,2020,08,17,1977
65026,和歌山県,かつらぎ（カツラギ）,,2022,08,10,17,00,36.1,4,14,29,4,+2.7,-1.0,88,0,,,0,37.1,4,2022,08,09,40.6,8,1994,08,08,40.6,8,1994,08,08,1979
65036,和歌山県,友ケ島（トモガシマ）,,2022,08,10,17,00,33.4,4,10,55,4,+1.9,+0.1,88,0,,,0,37.1,4,2022,08,03,37.2,8,2016,08,22,37.2,8,2016,08,22,1998
65042,和歌山県,和歌山（ワカヤマ）,47777,2022,08,10,17,00,35.1,4,13,49,4,+2.1,+0.8,88,0,,,0,36.9,4,2022,07,01,38.5,8,2013,08,11,38.5,8,2013,08,11,1879
65061,和歌山県,高野山（コウヤサン）,,2022,08,10,17,00,30.1,4,15,47,4,+1.9,-1.1,88,0,,,0,32.6,4,2022,07,02,33.7,8,2014,07,26,33.2,8,2020,08,19,1979
65121,和歌山県,清水（シミズ）,,2022,08,10,17,00,33.4,4,14,58,4,+1.9,-1.2,88,0,,,0,35.0,4,2022,07,01,37.0,8,1994,08,08,37.0,8,1994,08,08,1979
65162,和歌山県,龍神（リュウジン）,,2022,08,10,17,00,30.8,4,14,13,4,-0.1,-2.1,8,2,,,0,35.3,4,2022,08,03,37.2,8,2020,08,17,37.2,8,2020,08,17,1994
